run,user_id,mean,stddev,count,min,max
Scenario1-0-20250707-22:31:25-965772,0,0.0021336524990768,0.0020644334559712,83117.0,9.154e-09,0.019111717811
Scenario1-0-20250707-22:31:25-965772,1,0.0021580368467325,0.00206483800286,82426.0,1.3091e-08,0.018520351004
Scenario1-0-20250707-22:31:25-965772,2,0.0021595841470214,0.0020673447802187,83241.0,4.207e-09,0.016757744342
Scenario1-0-20250707-22:31:25-965772,3,0.002152258924503,0.0020713493914132,82772.0,2.0743e-08,0.024526354969
Scenario1-0-20250707-22:31:25-965772,4,0.0021782850658927,0.0021264289509357,82641.0,6.6909e-08,0.028509630258
Scenario1-0-20250707-22:31:25-965772,5,0.0021617281083686,0.0020879454052549,82700.0,1.0327e-08,0.019442366239
Scenario1-0-20250707-22:31:25-965772,6,0.0021667255668125,0.0021088767482334,82701.0,1.698e-09,0.019221055001
Scenario1-0-20250707-22:31:25-965772,7,0.0021436560597559,0.0020754226239486,82441.0,6.488e-09,0.018101512779
Scenario1-0-20250707-22:31:25-965772,8,0.0021398226945994,0.0020412977676009,82426.0,4.56e-08,0.018259667808
Scenario1-0-20250707-22:31:25-965772,9,0.0021469339793992,0.0020713230877421,82726.0,1.7601e-08,0.026666477039
Scenario1-10-20250707-22:31:26-965835,0,0.002207209027578,0.0021687773072167,82597.0,2.256e-09,0.023445921576
Scenario1-10-20250707-22:31:26-965835,1,0.0022514410981271,0.0021959143383292,82597.0,2.5858e-08,0.019595678849
Scenario1-10-20250707-22:31:26-965835,2,0.0022090606765059,0.0021391430545986,82307.0,1.2507e-08,0.025305636086
Scenario1-10-20250707-22:31:26-965835,3,0.0022018259475045,0.0021188894104878,82526.0,4.8819e-08,0.01822644602
Scenario1-10-20250707-22:31:26-965835,4,0.0021957872442285,0.0021430872305924,81906.0,5.763e-09,0.025394714023
Scenario1-10-20250707-22:31:26-965835,5,0.0021870801507098,0.0021118318306235,82317.0,6.2165e-08,0.022052468344
Scenario1-10-20250707-22:31:26-965835,6,0.0022101945653416,0.002106461599993,82717.0,5.8215e-08,0.017453050277
Scenario1-10-20250707-22:31:26-965835,7,0.0022286719976086,0.0021648764581132,82934.0,1.7834e-08,0.019291253354
Scenario1-10-20250707-22:31:26-965835,8,0.0022259752764099,0.0021857738998786,82284.0,4.545e-09,0.023359630938
Scenario1-10-20250707-22:31:26-965835,9,0.0021864423859629,0.0021094581968597,82503.0,4.7331e-08,0.016814787707
Scenario1-11-20250707-22:31:26-965836,0,0.002182111732535,0.0021152623034526,82363.0,1.6283e-08,0.020370977812
Scenario1-11-20250707-22:31:26-965836,1,0.002119671617721,0.0020675329969915,82260.0,2.7666e-08,0.020802346412
Scenario1-11-20250707-22:31:26-965836,2,0.0021310192071726,0.0020607531835992,82584.0,3.5798e-08,0.018845474742
Scenario1-11-20250707-22:31:26-965836,3,0.0021264280944782,0.0020756472098292,82644.0,2.606e-09,0.021297617834
Scenario1-11-20250707-22:31:26-965836,4,0.002156209182718,0.0020798928069083,82384.0,1.141e-09,0.020771164637
Scenario1-11-20250707-22:31:26-965836,5,0.0021332321808763,0.0020571998086874,82323.0,1.211e-09,0.019717603194
Scenario1-11-20250707-22:31:26-965836,6,0.0021205734194615,0.0020518122229772,81875.0,1.2605e-08,0.01866154095
Scenario1-11-20250707-22:31:26-965836,7,0.0021175088322663,0.0020371338444761,81878.0,1.5295e-08,0.017738754196
Scenario1-11-20250707-22:31:26-965836,8,0.0021343035599876,0.0020639124017519,82741.0,3.9483e-08,0.020283813814
Scenario1-11-20250707-22:31:26-965836,9,0.0021430887633083,0.0021030222218299,81896.0,3.4583e-08,0.021565306639
Scenario1-12-20250707-22:31:26-965845,0,0.0021695119228306,0.0020862122409123,82354.0,3.3812e-08,0.021177304951
Scenario1-12-20250707-22:31:26-965845,1,0.0021604102566012,0.0020645438273328,82112.0,2.509e-09,0.017451158034
Scenario1-12-20250707-22:31:26-965845,2,0.0021651889285469,0.0021121308595605,82210.0,8.15e-09,0.02506853113
Scenario1-12-20250707-22:31:26-965845,3,0.0021732560192057,0.0020831763454776,82668.0,4.2316e-08,0.021082507059
Scenario1-12-20250707-22:31:26-965845,4,0.002175129313082,0.0020890215537967,82306.0,3.2914e-08,0.019074638585
Scenario1-12-20250707-22:31:26-965845,5,0.0021662384290058,0.0020845260905753,82039.0,6.2225e-08,0.02377018945
Scenario1-12-20250707-22:31:26-965845,6,0.0021510430209832,0.0021035372051157,82209.0,1.911e-09,0.022870098878
Scenario1-12-20250707-22:31:26-965845,7,0.0021751249831138,0.0021199653029032,82323.0,2.5626e-08,0.023001362933
Scenario1-12-20250707-22:31:26-965845,8,0.0021829134527215,0.0021987178101992,82709.0,3.3235e-08,0.031183225675
Scenario1-12-20250707-22:31:26-965845,9,0.0021743820990072,0.0021339741767619,82481.0,2.9468e-08,0.02446873757
Scenario1-13-20250707-22:31:26-965846,0,0.002131630133708,0.0020433383486488,81866.0,6.2892e-08,0.017176301623
Scenario1-13-20250707-22:31:26-965846,1,0.0021636833734647,0.0020894986278027,82182.0,7.7576e-08,0.020645721477
Scenario1-13-20250707-22:31:26-965846,2,0.0021447497374355,0.0020615709293958,82262.0,2.7924e-08,0.019587857869
Scenario1-13-20250707-22:31:26-965846,3,0.0021582330826917,0.0020543454909969,82695.0,6.514e-09,0.018204113664
Scenario1-13-20250707-22:31:26-965846,4,0.002131493712615,0.0020416414581135,82428.0,2.471e-09,0.017736578132
Scenario1-13-20250707-22:31:26-965846,5,0.002133737792552,0.0020538572593647,82589.0,1.6478e-08,0.023007039458
Scenario1-13-20250707-22:31:26-965846,6,0.0021370406790125,0.0020481387606466,82471.0,3.3755e-08,0.018619303583
Scenario1-13-20250707-22:31:26-965846,7,0.0021453143445557,0.0020710383623895,82091.0,4.6774e-08,0.019919492894
Scenario1-13-20250707-22:31:26-965846,8,0.0021277891994291,0.0020374689266413,82302.0,8.796e-09,0.023602639044
Scenario1-13-20250707-22:31:26-965846,9,0.0021086353381324,0.0020267862431215,82321.0,5.1088e-08,0.018321438184
Scenario1-14-20250707-22:31:27-965855,0,0.0021329090394597,0.0020375033623173,82206.0,1.213e-08,0.022015915833
Scenario1-14-20250707-22:31:27-965855,1,0.0021602432658227,0.0020321577432025,83135.0,6.9561e-08,0.017669599764
Scenario1-14-20250707-22:31:27-965855,2,0.0021288567135557,0.0020369104915799,82690.0,4.158e-09,0.020969554498
Scenario1-14-20250707-22:31:27-965855,3,0.0021751751153485,0.0020948905929983,82425.0,3.8155e-08,0.018669111665
Scenario1-14-20250707-22:31:27-965855,4,0.0021553664719257,0.0020710975992691,82858.0,4.1249e-08,0.021870097972
Scenario1-14-20250707-22:31:27-965855,5,0.0021635566940316,0.0020979994136067,82814.0,8.8006e-08,0.019148367464
Scenario1-14-20250707-22:31:27-965855,6,0.0021803270882884,0.0021386508093723,82549.0,1.2045e-08,0.020727190402
Scenario1-14-20250707-22:31:27-965855,7,0.002165827342564,0.0021073892741739,82778.0,1.2186e-08,0.023028401709
Scenario1-14-20250707-22:31:27-965855,8,0.0021488448799052,0.0020788660643655,82710.0,4.16e-09,0.017519062307
Scenario1-14-20250707-22:31:27-965855,9,0.0021193787440503,0.0020124336734722,82350.0,1.53951e-07,0.017133384426
Scenario1-15-20250707-22:31:27-965860,0,0.0021561820296231,0.0020717056410707,82750.0,3.7669e-08,0.018700035088
Scenario1-15-20250707-22:31:27-965860,1,0.0021616255448486,0.0021161532010288,82778.0,4.7768e-08,0.022730839007
Scenario1-15-20250707-22:31:27-965860,2,0.0021358309640605,0.0020432490452113,82992.0,4.8818e-08,0.017842130517
Scenario1-15-20250707-22:31:27-965860,3,0.0021494572889603,0.0020441187016948,82813.0,7.3151e-08,0.017235294312
Scenario1-15-20250707-22:31:27-965860,4,0.0021469201496944,0.0020650068594771,82688.0,6.2199e-08,0.023380803235
Scenario1-15-20250707-22:31:27-965860,5,0.0021420515010429,0.0020500577920902,82241.0,6.313e-09,0.022346841048
Scenario1-15-20250707-22:31:27-965860,6,0.0021740474195418,0.002103655482747,83077.0,5.976e-09,0.017943022409
Scenario1-15-20250707-22:31:27-965860,7,0.0021575296951443,0.0020782168106152,82476.0,1.6705e-08,0.016846314112
Scenario1-15-20250707-22:31:27-965860,8,0.0021483365959792,0.0020697367376448,82464.0,2.2965e-08,0.020912391956
Scenario1-15-20250707-22:31:27-965860,9,0.0021419045265282,0.0020777645376785,82312.0,2.2145e-08,0.020065445999
Scenario1-16-20250707-22:31:28-965877,0,0.0021489991382382,0.002081102591118,82451.0,5.698e-09,0.020466177547
Scenario1-16-20250707-22:31:28-965877,1,0.0021521235146203,0.0020975862132931,82049.0,9.434e-09,0.023361944708
Scenario1-16-20250707-22:31:28-965877,2,0.0021399979427367,0.0020810369047701,82609.0,2.9076e-08,0.02216771011
Scenario1-16-20250707-22:31:28-965877,3,0.0021316563713033,0.0020626566655555,82338.0,4.5039e-08,0.020109765516
Scenario1-16-20250707-22:31:28-965877,4,0.002150858286319,0.0020497011366494,82846.0,2.0783e-08,0.016566261754
Scenario1-16-20250707-22:31:28-965877,5,0.0021657882007486,0.0020999800307983,82477.0,3.7337e-08,0.01905897309
Scenario1-16-20250707-22:31:28-965877,6,0.002162247906628,0.0021124606865931,82150.0,2.31e-08,0.023995741777
Scenario1-16-20250707-22:31:28-965877,7,0.0021768809602818,0.0021108830744024,82659.0,2.3773e-08,0.017081574873
Scenario1-16-20250707-22:31:28-965877,8,0.0021659740774465,0.0020969125943644,82447.0,2.0118e-08,0.023533896272
Scenario1-16-20250707-22:31:28-965877,9,0.0021728959304384,0.0021432627443417,82498.0,1.8241e-08,0.026794770604
Scenario1-17-20250707-22:31:28-965879,0,0.00217647714299,0.0021121552045406,83087.0,6.5823e-08,0.026522302246
Scenario1-17-20250707-22:31:28-965879,1,0.0021516283740409,0.0020709537066893,82487.0,2.7774e-08,0.023267317095
Scenario1-17-20250707-22:31:28-965879,2,0.0021652721580714,0.0020765420961794,82535.0,3.766e-09,0.018552522461
Scenario1-17-20250707-22:31:28-965879,3,0.0021600539349276,0.0020885190908188,82263.0,4.6249e-08,0.022347251411
