run,user_id,avg_queue_length
Scenario1-0-20250707-22:31:25-965772,0,3.2244346022593
Scenario1-0-20250707-22:31:25-965772,1,3.2341138077768
Scenario1-0-20250707-22:31:25-965772,2,3.2677135480443
Scenario1-0-20250707-22:31:25-965772,3,3.2393692626273
Scenario1-0-20250707-22:31:25-965772,4,3.2732853341039
Scenario1-0-20250707-22:31:25-965772,5,3.2505834837055
Scenario1-0-20250707-22:31:25-965772,6,3.2578344299518
Scenario1-0-20250707-22:31:25-965772,7,3.2132344183447
Scenario1-0-20250707-22:31:25-965772,8,3.206891232796
Scenario1-0-20250707-22:31:25-965772,9,3.2292967084549
Scenario1-10-20250707-22:31:26-965835,0,3.3148613335041
Scenario1-10-20250707-22:31:26-965835,1,3.3811126276342
Scenario1-10-20250707-22:31:26-965835,2,3.3054153123823
Scenario1-10-20250707-22:31:26-965835,3,3.3037690614605
Scenario1-10-20250707-22:31:26-965835,4,3.2701553544474
Scenario1-10-20250707-22:31:26-965835,5,3.2732163096838
Scenario1-10-20250707-22:31:26-965835,6,3.3239407967554
Scenario1-10-20250707-22:31:26-965835,7,3.360564652158
Scenario1-10-20250707-22:31:26-965835,8,3.3302232989088
Scenario1-10-20250707-22:31:26-965835,9,3.2797712372388
Scenario1-11-20250707-22:31:26-965836,0,3.2677734702678
Scenario1-11-20250707-22:31:26-965836,1,3.1702460575572
Scenario1-11-20250707-22:31:26-965836,2,3.199765084704
Scenario1-11-20250707-22:31:26-965836,3,3.1954442322348
Scenario1-11-20250707-22:31:26-965836,4,3.2291768185716
Scenario1-11-20250707-22:31:26-965836,5,3.1930509302682
Scenario1-11-20250707-22:31:26-965836,6,3.156509914473
Scenario1-11-20250707-22:31:26-965836,7,3.1523700157347
Scenario1-11-20250707-22:31:26-965836,8,3.2108336301985
Scenario1-11-20250707-22:31:26-965836,9,3.1910902859995
Scenario1-12-20250707-22:31:26-965845,0,3.2485020212599
Scenario1-12-20250707-22:31:26-965845,1,3.2253774354502
Scenario1-12-20250707-22:31:26-965845,2,3.2363667607603
Scenario1-12-20250707-22:31:26-965845,3,3.2665909809542
Scenario1-12-20250707-22:31:26-965845,4,3.2550096602276
Scenario1-12-20250707-22:31:26-965845,5,3.2312001604413
Scenario1-12-20250707-22:31:26-965845,6,3.2151945241879
Scenario1-12-20250707-22:31:26-965845,7,3.2556512464471
Scenario1-12-20250707-22:31:26-965845,8,3.2826627293442
Scenario1-12-20250707-22:31:26-965845,9,3.2608113639302
Scenario1-13-20250707-22:31:26-965846,0,3.1731602764382
Scenario1-13-20250707-22:31:26-965846,1,3.2339913524714
Scenario1-13-20250707-22:31:26-965846,2,3.2073987249735
Scenario1-13-20250707-22:31:26-965846,3,3.2454727034428
Scenario1-13-20250707-22:31:26-965846,4,3.1947656504715
Scenario1-13-20250707-22:31:26-965846,5,3.2041887609106
Scenario1-13-20250707-22:31:26-965846,6,3.2044876089974
Scenario1-13-20250707-22:31:26-965846,7,3.2018330645402
Scenario1-13-20250707-22:31:26-965846,8,3.1840596017365
Scenario1-13-20250707-22:31:26-965846,9,3.1559216940752
Scenario1-14-20250707-22:31:27-965855,0,3.1869178907724
Scenario1-14-20250707-22:31:27-965855,1,3.2641153532472
Scenario1-14-20250707-22:31:27-965855,2,3.2001216430263
Scenario1-14-20250707-22:31:27-965855,3,3.2594024897406
Scenario1-14-20250707-22:31:27-965855,4,3.2468522628365
Scenario1-14-20250707-22:31:27-965855,5,3.2572121499752
Scenario1-14-20250707-22:31:27-965855,6,3.2724491889465
Scenario1-14-20250707-22:31:27-965855,7,3.2596662137276
Scenario1-14-20250707-22:31:27-965855,8,3.2308809369908
Scenario1-14-20250707-22:31:27-965855,9,3.1709679321934
Scenario1-15-20250707-22:31:27-965860,0,3.2434408274078
Scenario1-15-20250707-22:31:27-965860,1,3.2529994037401
Scenario1-15-20250707-22:31:27-965860,2,3.2221200380485
Scenario1-15-20250707-22:31:27-965860,3,3.2357819960771
Scenario1-15-20250707-22:31:27-965860,4,3.2274727541416
Scenario1-15-20250707-22:31:27-965860,5,3.2029074118859
Scenario1-15-20250707-22:31:27-965860,6,3.2836054248922
Scenario1-15-20250707-22:31:27-965860,7,3.235379883415
Scenario1-15-20250707-22:31:27-965860,8,3.2212307607034
Scenario1-15-20250707-22:31:27-965860,9,3.2052992153401
Scenario1-16-20250707-22:31:28-965877,0,3.2215661119943
Scenario1-16-20250707-22:31:28-965877,1,3.2105314603457
Scenario1-16-20250707-22:31:28-965877,2,3.2141227152074
Scenario1-16-20250707-22:31:28-965877,3,3.191211191025
Scenario1-16-20250707-22:31:28-965877,4,3.23961116639
Scenario1-16-20250707-22:31:28-965877,5,3.2477517959023
Scenario1-16-20250707-22:31:28-965877,6,3.2295162617093
Scenario1-16-20250707-22:31:28-965877,7,3.2716412186423
Scenario1-16-20250707-22:31:28-965877,8,3.2469115684592
Scenario1-16-20250707-22:31:28-965877,9,3.2592350974402
Scenario1-17-20250707-22:31:28-965879,0,3.2879242306132
Scenario1-17-20250707-22:31:28-965879,1,3.2268861224902
Scenario1-17-20250707-22:31:28-965879,2,3.2491899603853
Scenario1-17-20250707-22:31:28-965879,3,3.2307066901543
Scenario1-17-20250707-22:31:28-965879,4,3.2526140309474
Scenario1-17-20250707-22:31:28-965879,5,3.2604713982544
Scenario1-17-20250707-22:31:28-965879,6,3.2287561501305
Scenario1-17-20250707-22:31:28-965879,7,3.2498389200497
Scenario1-17-20250707-22:31:28-965879,8,3.2559969870927
Scenario1-17-20250707-22:31:28-965879,9,3.256867222687
Scenario1-18-20250707-22:31:28-965878,0,3.2722908590004
Scenario1-18-20250707-22:31:28-965878,1,3.2984361909097
Scenario1-18-20250707-22:31:28-965878,2,3.3038858828891
Scenario1-18-20250707-22:31:28-965878,3,3.3112600800396
Scenario1-18-20250707-22:31:28-965878,4,3.3366511666431
Scenario1-18-20250707-22:31:28-965878,5,3.2334076112876
Scenario1-18-20250707-22:31:28-965878,6,3.2308254270441
Scenario1-18-20250707-22:31:28-965878,7,3.2235040907304
Scenario1-18-20250707-22:31:28-965878,8,3.3011718991242
Scenario1-18-20250707-22:31:28-965878,9,3.3607094049515
Scenario1-19-20250707-22:31:28-965880,0,3.2516125583985
Scenario1-19-20250707-22:31:28-965880,1,3.3112060962962
Scenario1-19-20250707-22:31:28-965880,2,3.2906601910622
Scenario1-19-20250707-22:31:28-965880,3,3.3032507600142
Scenario1-19-20250707-22:31:28-965880,4,3.2628500242214
Scenario1-19-20250707-22:31:28-965880,5,3.2144087115506
Scenario1-19-20250707-22:31:28-965880,6,3.2495065194862
Scenario1-19-20250707-22:31:28-965880,7,3.2830450938857
Scenario1-19-20250707-22:31:28-965880,8,3.2843107677192
Scenario1-19-20250707-22:31:28-965880,9,3.2820699833454
Scenario1-1-20250707-22:31:25-965771,0,3.2059931261961
Scenario1-1-20250707-22:31:25-965771,1,3.2079604931413
Scenario1-1-20250707-22:31:25-965771,2,3.2350537363785
Scenario1-1-20250707-22:31:25-965771,3,3.2480663911293
Scenario1-1-20250707-22:31:25-965771,4,3.2427153481241
Scenario1-1-20250707-22:31:25-965771,5,3.2652198257605
Scenario1-1-20250707-22:31:25-965771,6,3.1935795625458
Scenario1-1-20250707-22:31:25-965771,7,3.2092175532332
Scenario1-1-20250707-22:31:25-965771,8,3.1958417155987
Scenario1-1-20250707-22:31:25-965771,9,3.2346224021716
Scenario1-2-20250707-22:31:25-965773,0,3.2999649647176
Scenario1-2-20250707-22:31:25-965773,1,3.2450205740711
Scenario1-2-20250707-22:31:25-965773,2,3.2635013968993
Scenario1-2-20250707-22:31:25-965773,3,3.2458338743865
Scenario1-2-20250707-22:31:25-965773,4,3.2351835752236
Scenario1-2-20250707-22:31:25-965773,5,3.2506364789688
Scenario1-2-20250707-22:31:25-965773,6,3.2381637592984
Scenario1-2-20250707-22:31:25-965773,7,3.2507615659518
Scenario1-2-20250707-22:31:25-965773,8,3.2108079028266
Scenario1-2-20250707-22:31:25-965773,9,3.23826534042
Scenario1-3-20250707-22:31:25-965774,0,3.2085637360686
Scenario1-3-20250707-22:31:25-965774,1,3.1615881465721
Scenario1-3-20250707-22:31:25-965774,2,3.2031144807466
Scenario1-3-20250707-22:31:25-965774,3,3.2117492065787
Scenario1-3-20250707-22:31:25-965774,4,3.1564035544211
Scenario1-3-20250707-22:31:25-965774,5,3.2078389880535
Scenario1-3-20250707-22:31:25-965774,6,3.1485326501824
Scenario1-3-20250707-22:31:25-965774,7,3.2225725332765
Scenario1-3-20250707-22:31:25-965774,8,3.1909386422262
Scenario1-3-20250707-22:31:25-965774,9,3.2124811209632
Scenario1-4-20250707-22:31:25-965775,0,3.2523160947884
Scenario1-4-20250707-22:31:25-965775,1,3.2345503151273
Scenario1-4-20250707-22:31:25-965775,2,3.2568615062701
Scenario1-4-20250707-22:31:25-965775,3,3.2333792537341
Scenario1-4-20250707-22:31:25-965775,4,3.3294246262672
Scenario1-4-20250707-22:31:25-965775,5,3.2698083904964
Scenario1-4-20250707-22:31:25-965775,6,3.2830603877464
Scenario1-4-20250707-22:31:25-965775,7,3.2164513980143
Scenario1-4-20250707-22:31:25-965775,8,3.2491175119631
Scenario1-4-20250707-22:31:25-965775,9,3.2712384484893
Scenario1-5-20250707-22:31:25-965776,0,3.1917269963081
Scenario1-5-20250707-22:31:25-965776,1,3.2560256791271
Scenario1-5-20250707-22:31:25-965776,2,3.218619021469
Scenario1-5-20250707-22:31:25-965776,3,3.2796176975521
Scenario1-5-20250707-22:31:25-965776,4,3.2634571149719
Scenario1-5-20250707-22:31:25-965776,5,3.2132588865668
